,Screen Name,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
255,CNN,Fri Jun 22 14:38:56 +0000 2018,JUST IN: Supreme Court rules that the government generally needs a warrant if it wants to track an individual’s loc… https://t.co/0yfBc7q0SS,0.557,0.159,0.0,0.841,57
256,CNN,Fri Jun 22 14:30:09 +0000 2018,Here's why you should probably skip out on an activated charcoal 'detox' https://t.co/G6A03m5dzq https://t.co/IInjfLv29Y,0.0,0.0,0.0,1.0,58
257,CNN,Fri Jun 22 14:20:06 +0000 2018,"First, it was a small bump under her left eye. Five days later, it appeared above the eye. Her upper lip was bulgin… https://t.co/pquLaOMzDU",0.0,0.0,0.0,1.0,59
258,CNN,Fri Jun 22 14:16:57 +0000 2018,"RT @CNNnewsroom: Republican Mayor of El Paso, Texas, reacts to Trump's tweet on 'phony' grief over family separations: ""It's not what we're…",-0.494,0.0,0.132,0.868,60
259,CNN,Fri Jun 22 14:10:03 +0000 2018,"Sen. Marco Rubio says President Trump's ""zero-tolerance"" immigration policy is in line with what Trump campaigned f… https://t.co/MLfO8X10V5",0.0,0.0,0.0,1.0,61
260,CNN,Fri Jun 22 14:00:09 +0000 2018,Tariffs on more than $3 billion worth of American exports to Europe took effect today https://t.co/utMNvvHrwI https://t.co/ji2rm84etm,0.226,0.106,0.0,0.894,62
261,CNN,Fri Jun 22 13:50:59 +0000 2018,How President Trump killed the immigration bill with 1 tweet | Analysis by @CillizzaCNN https://t.co/ZD0k6qE1U8 https://t.co/MyS53A8E5u,-0.67,0.0,0.257,0.743,63
262,CNN,Fri Jun 22 13:28:34 +0000 2018,"Americans born into poverty are more likely than ever before to stay that way under the Trump administration, accor… https://t.co/Jy9nkQT6S5",-0.511,0.0,0.148,0.852,64
263,CNN,Fri Jun 22 13:12:00 +0000 2018,"More than a month apart after being separated at the border, this Guatemalan mother got her 7-year-old son back jus… https://t.co/Czmpi4ahoO",0.0,0.0,0.0,1.0,65
264,CNN,Fri Jun 22 13:04:41 +0000 2018,"President Trump endorses Rep. Martha Roby, an Alabama congresswoman who in 2016 rescinded her endorsement of the th… https://t.co/vv3lGCTx6o",0.572,0.217,0.0,0.783,66
265,CNN,Fri Jun 22 13:02:59 +0000 2018,"ABC will air a Conner family sitcom without star Roseanne Barr, the network has announced. ""The Conners"" is the wor… https://t.co/omDk8IRYbL",0.0,0.0,0.0,1.0,67
266,CNN,Fri Jun 22 12:35:28 +0000 2018,"President Trump says the GOP should ""stop wasting their time on Immigration"" until after the midterms… https://t.co/BjIggceDhQ",-0.599,0.0,0.246,0.754,68
267,CNN,Fri Jun 22 12:20:11 +0000 2018,"How soybeans -- yes, soybeans -- could impact the midterm elections https://t.co/4AsGvxrQox https://t.co/U3k43MqWGW",0.402,0.184,0.0,0.816,69
268,CNN,Fri Jun 22 12:14:24 +0000 2018,Every single person in charge of law and order in this Georgia town is a black woman https://t.co/Gx8V8u472h https://t.co/wVJ8a75u2W,0.0,0.0,0.0,1.0,70
269,CNN,Fri Jun 22 12:06:23 +0000 2018,A Japanese employee has been docked half a day's pay for repeatedly leaving his desk a few minutes early to eat lun… https://t.co/t7lPcGylph,-0.103,0.0,0.069,0.931,71
270,CNN,Fri Jun 22 11:43:53 +0000 2018,NASA has a new plan to stop asteroids and help scientists detect near-Earth objects they haven't been able to find… https://t.co/yKuI8jmjgP,0.128,0.118,0.096,0.786,72
271,CNN,Fri Jun 22 11:30:11 +0000 2018,There's nearly a Nixon 1974 level of public support for impeaching President Trump | Analysis by @zbyronwolf … https://t.co/i1rhHzAjw3,0.402,0.153,0.0,0.847,73
272,CNN,Fri Jun 22 11:20:10 +0000 2018,"5 things for Friday:

- Immigration
- Internet sales taxes
- Europe's migrant crisis
- Turpin family
- Charles Krau… https://t.co/uMyvbYiZRa",-0.625,0.0,0.227,0.773,74
273,CNN,Fri Jun 22 11:10:07 +0000 2018,"The US wants to leave this American in Syria with $4,210 and no passport https://t.co/Za4rWAAwQu https://t.co/1J7ZsnHHLB",-0.34,0.0,0.195,0.805,75
274,CNN,Fri Jun 22 11:00:05 +0000 2018,"On Sunday, Saudi Arabia will end the world's only ban on women drivers. Here's what you need to know:… https://t.co/kSOnRwsT2z",-0.557,0.0,0.159,0.841,76
275,CNN,Fri Jun 22 10:47:56 +0000 2018,"Distraught parents are searching for their children separated from them weeks ago, some as young as 9 months old. S… https://t.co/bS1Wi6Uaqt",-0.557,0.0,0.159,0.841,77
276,CNN,Fri Jun 22 10:47:23 +0000 2018,Not long after President Trump signed an executive order to stop separating children from parents illegally crossin… https://t.co/5GztxFJMTT,-0.296,0.0,0.115,0.885,78
277,CNN,Fri Jun 22 10:41:57 +0000 2018,More than 30 children became sick at a Florida summer camp about 100 miles southeast of Tampa https://t.co/DZSEhtf6Y2,-0.511,0.0,0.171,0.829,79
278,CNN,Fri Jun 22 10:33:04 +0000 2018,The Trump administration has slammed the UN report arguing the organization should instead focus on poverty in the… https://t.co/h5BvbFd5kg,-0.743,0.0,0.27,0.73,80
279,CNN,Fri Jun 22 10:32:41 +0000 2018,"Americans born into poverty are more likely than ever before to stay that way under the Trump administration, accor… https://t.co/rGaK53c2w0",-0.511,0.0,0.148,0.852,81
280,CNN,Fri Jun 22 10:22:05 +0000 2018,"Chinese lasers suspected to have been used to target US aerial operations in the Pacific, with 20 incidents recorde… https://t.co/e5Yzikb8L5",-0.226,0.0,0.091,0.909,82
281,CNN,Fri Jun 22 10:22:03 +0000 2018,Most Americans believe the Russian effort to influence the 2016 presidential election is a serious matter that shou… https://t.co/yReUZP6oiu,-0.052,0.06,0.071,0.87,83
282,CNN,Fri Jun 22 10:16:05 +0000 2018,"About 56% of US youth have their own social media accounts, according to a report by nonprofit organization Common… https://t.co/k0zNIjlcUV",0.0,0.0,0.0,1.0,84
283,CNN,Fri Jun 22 10:06:06 +0000 2018,"America's poor becoming more destitute under Trump, UN report says https://t.co/y006zAaF2R https://t.co/EYDL1f0HnQ",-0.477,0.0,0.22,0.78,85
284,CNN,Fri Jun 22 09:59:00 +0000 2018,Here's how NASA plans to stop asteroids from hitting Earth: https://t.co/yjybZdA07r https://t.co/cGybrb6cVZ,-0.296,0.0,0.167,0.833,86
285,CNN,Fri Jun 22 09:38:03 +0000 2018,"On Sunday, Saudi Arabia will end the world's only ban on women drivers. Here's what you need to know:… https://t.co/D18DHVJnVx",-0.557,0.0,0.159,0.841,87
286,CNN,Fri Jun 22 09:34:17 +0000 2018,"""7 minutes of hail in Northeast Fort Collins."" Watch as hailstorms pound parts of Colorado in the US https://t.co/AQVgZGxFB7",0.077,0.067,0.0,0.933,88
287,CNN,Fri Jun 22 09:15:42 +0000 2018,"Melania, that jacket! | By CNN's Carol Costello via @CNNOpinion https://t.co/WnUxLcXYUz https://t.co/jXFuunRjh2",0.0,0.0,0.0,1.0,89
288,CNN,Fri Jun 22 08:57:03 +0000 2018,"""It's like they're putting a knife in your chest and killing you.""

A Guatemalan immigrant reunited with her son ea… https://t.co/c46k2sbSJr",-0.44,0.105,0.184,0.711,90
289,CNN,Fri Jun 22 08:46:04 +0000 2018,"""I need some different activities away from football to help me switch off."" Meet the Swiss goalkeeper whose hobbie… https://t.co/S0UWZy9vQG",0.402,0.124,0.0,0.876,91
290,CNN,Fri Jun 22 08:41:04 +0000 2018,The US Navy's newest aircraft carrier is regarded as the world's most-advanced warship -- but for how much longer? https://t.co/YOuCvVIbVV,-0.09,0.0,0.066,0.934,92
291,CNN,Fri Jun 22 08:10:27 +0000 2018,"I was not in a cage, but was scarred for life | By Ariel Dorfman via @CNNOpinion https://t.co/iWU9QgMAcx",0.0,0.0,0.0,1.0,93
292,CNN,Fri Jun 22 07:50:06 +0000 2018,An extremist Indonesian cleric was found guilty of inciting terrorism and sentenced to death by a Jakarta court on… https://t.co/Ihh8uN1Vv9,-0.908,0.0,0.453,0.547,94
293,CNN,Fri Jun 22 07:41:07 +0000 2018,"RT @CNNTonight: CNN Senior Political Commentator David Axelrod says the Trump administration ""created a human rights crisis on the border.""…",-0.477,0.087,0.177,0.736,95
294,CNN,Fri Jun 22 07:39:32 +0000 2018,"The family separation controversy is a “crisis entirely of the President’s own making,” says @DonLemon. It is a “po… https://t.co/41lH78uy8Q",0.0,0.0,0.0,1.0,96
295,CNN,Fri Jun 22 07:09:50 +0000 2018,A Japanese employee has been docked half a day's pay for repeatedly leaving his desk a few minutes early to eat lun… https://t.co/simz0nUH7B,-0.103,0.0,0.069,0.931,97
296,CNN,Fri Jun 22 06:55:03 +0000 2018,Airbus: 'Catastrophic' Brexit would threaten our future in the UK https://t.co/lxCl3kT1sD https://t.co/8lIQWBgLTu,-0.382,0.0,0.191,0.809,98
297,CNN,Fri Jun 22 06:39:05 +0000 2018,"""These tragic deaths are a reminder that wars and poverty continue to drive people to take desperate journeys that… https://t.co/SnsJMlhTk3",-0.904,0.0,0.449,0.551,99
298,CNN,Fri Jun 22 06:31:06 +0000 2018,"Koko, the gorilla who mastered sign language, died in her sleep at age 46, The Gorilla Foundation says. She was sai… https://t.co/Oc4lvCza2l",-0.557,0.0,0.146,0.854,100
299,CNN,Fri Jun 22 06:16:00 +0000 2018,"As car companies ramp up their plans for electric vehicles, the supply of lithium has come into the spotlight… https://t.co/ezEbin632u",0.0,0.0,0.0,1.0,101
300,FoxNews,Fri Jun 22 20:45:00 +0000 2018,Missouri mom charged over 9-year-old boy's poor school attendance. https://t.co/x6mUiHtoMp,-0.599,0.0,0.38,0.62,2
301,FoxNews,Fri Jun 22 20:38:15 +0000 2018,"'[They] will only see Italy on a postcard'

Italy refuses rescue ship carrying 224 migrants to dock. https://t.co/zqlkiiLZ4L",0.511,0.171,0.0,0.829,3
302,FoxNews,Fri Jun 22 20:35:31 +0000 2018,Portland restaurant using receipts to send message about immigrants. https://t.co/wkNhq3Ih24,0.0,0.0,0.0,1.0,4
303,FoxNews,Fri Jun 22 20:14:45 +0000 2018,Father of Child Killed By Illegal Immigrant: My Daughter was the Real 'Dreamer' https://t.co/rhL5oslmBD,-0.844,0.0,0.403,0.597,5
304,FoxNews,Fri Jun 22 20:06:44 +0000 2018,There are new European Union tariffs against U.S. products. @hillary__vaughn has the details. @ShepNewsTeam… https://t.co/R0N07w6660,0.0,0.0,0.0,1.0,6
305,FoxNews,Fri Jun 22 20:04:36 +0000 2018,"Bourbon storage facility collapses in Kentucky, sending barrels crashing to ground. https://t.co/PtwQwyJEud",-0.296,0.0,0.167,0.833,7
306,FoxNews,Fri Jun 22 19:53:02 +0000 2018,Trump rips media for ignoring Angel Families 'permanently separated' by illegal immigrant crime - via… https://t.co/gTmEC8a1pw,-0.869,0.0,0.45,0.55,8
307,FoxNews,Fri Jun 22 19:46:26 +0000 2018,Sen. @JohnCornyn and @SenTedCruz make remarks after touring immigrant detention facilities for children in Texas.… https://t.co/WDiu87JMln,-0.361,0.0,0.143,0.857,9
308,FoxNews,Fri Jun 22 19:43:55 +0000 2018,Breastfeeding mom says Alabama restaurant owner covered baby's head with a dish rag. https://t.co/J6fe47Civg,0.0,0.0,0.0,1.0,10
309,FoxNews,Fri Jun 22 19:40:19 +0000 2018,"OPINION: Trump should rethink his stance on NAFTA -- It supports millions of US jobs, billions of dollars in export… https://t.co/D3BVpA3doW",0.361,0.111,0.0,0.889,11
310,FoxNews,Fri Jun 22 19:28:42 +0000 2018,"Police officer fired after pulling over, detaining daughter and boyfriend.
https://t.co/lzplKPwTNI",-0.557,0.0,0.265,0.735,12
311,FoxNews,Fri Jun 22 19:22:15 +0000 2018,.@POTUS: “Our first duty and our highest loyalty is to the citizens of the United States. We want safety in our cou… https://t.co/i7hAcUAIbd,0.856,0.354,0.0,0.646,13
312,FoxNews,Fri Jun 22 19:13:23 +0000 2018,"U.S. Senator Kamala Harris makes remarks after touring an ICE detention facility just north of the Mexico border.
 https://t.co/iscU47e1Z7",-0.361,0.0,0.122,0.878,14
313,FoxNews,Fri Jun 22 19:06:07 +0000 2018,"Angel Mom Mary Ann Mendoza: ""There are hundreds of thousands of victims every year who are affected by illegal alie… https://t.co/vkTEL2iYwp",-0.758,0.0,0.294,0.706,15
314,FoxNews,Fri Jun 22 19:06:02 +0000 2018,"Steve Ronnebeck, father of murder victim: ""63,000 Americans since 9/11 have been killed by illegal aliens."" https://t.co/bUQCP5mlzL",-0.942,0.0,0.534,0.466,16
315,FoxNews,Fri Jun 22 18:58:09 +0000 2018,"Angel Mom Laura Wilkerson: ""We weren't lucky enough to be separated for five days or ten days. We're separated perm… https://t.co/LijgrNvANS",-0.325,0.0,0.104,0.896,17
316,FoxNews,Fri Jun 22 18:53:42 +0000 2018,".@POTUS: ""In 2016, more than 15,000 Americans died from a heroin overdose. More than 90% of the heroin comes from a… https://t.co/KMy8LvE1HU",-0.875,0.0,0.357,0.643,18
317,FoxNews,Fri Jun 22 18:49:59 +0000 2018,".@POTUS: ""We're gathered today to hear directly from the American victims of illegal immigration. You know, you hea… https://t.co/pgr40MGarB",-0.71,0.0,0.258,0.742,19
318,FoxNews,Fri Jun 22 18:47:26 +0000 2018,".@POTUS: ""In Texas alone within the last 7 years, more than a quarter of a million criminal aliens have been arrest… https://t.co/Z14ysmw9MH",-0.66,0.0,0.241,0.759,20
319,FoxNews,Fri Jun 22 18:45:39 +0000 2018,".@POTUS: ""I also want to thank the incredible ICE officers, border patrol agents, and law enforcement officials who… https://t.co/TERH1J3UP7",0.422,0.183,0.0,0.817,21
320,FoxNews,Fri Jun 22 20:45:00 +0000 2018,Missouri mom charged over 9-year-old boy's poor school attendance. https://t.co/x6mUiHtoMp,-0.599,0.0,0.38,0.62,22
321,FoxNews,Fri Jun 22 20:38:15 +0000 2018,"'[They] will only see Italy on a postcard'

Italy refuses rescue ship carrying 224 migrants to dock. https://t.co/zqlkiiLZ4L",0.511,0.171,0.0,0.829,23
322,FoxNews,Fri Jun 22 20:35:31 +0000 2018,Portland restaurant using receipts to send message about immigrants. https://t.co/wkNhq3Ih24,0.0,0.0,0.0,1.0,24
323,FoxNews,Fri Jun 22 20:14:45 +0000 2018,Father of Child Killed By Illegal Immigrant: My Daughter was the Real 'Dreamer' https://t.co/rhL5oslmBD,-0.844,0.0,0.403,0.597,25
324,FoxNews,Fri Jun 22 20:06:44 +0000 2018,There are new European Union tariffs against U.S. products. @hillary__vaughn has the details. @ShepNewsTeam… https://t.co/R0N07w6660,0.0,0.0,0.0,1.0,26
325,FoxNews,Fri Jun 22 20:04:36 +0000 2018,"Bourbon storage facility collapses in Kentucky, sending barrels crashing to ground. https://t.co/PtwQwyJEud",-0.296,0.0,0.167,0.833,27
326,FoxNews,Fri Jun 22 19:53:02 +0000 2018,Trump rips media for ignoring Angel Families 'permanently separated' by illegal immigrant crime - via… https://t.co/gTmEC8a1pw,-0.869,0.0,0.45,0.55,28
327,FoxNews,Fri Jun 22 19:46:26 +0000 2018,Sen. @JohnCornyn and @SenTedCruz make remarks after touring immigrant detention facilities for children in Texas.… https://t.co/WDiu87JMln,-0.361,0.0,0.143,0.857,29
328,FoxNews,Fri Jun 22 19:43:55 +0000 2018,Breastfeeding mom says Alabama restaurant owner covered baby's head with a dish rag. https://t.co/J6fe47Civg,0.0,0.0,0.0,1.0,30
329,FoxNews,Fri Jun 22 19:40:19 +0000 2018,"OPINION: Trump should rethink his stance on NAFTA -- It supports millions of US jobs, billions of dollars in export… https://t.co/D3BVpA3doW",0.361,0.111,0.0,0.889,31
330,FoxNews,Fri Jun 22 19:28:42 +0000 2018,"Police officer fired after pulling over, detaining daughter and boyfriend.
https://t.co/lzplKPwTNI",-0.557,0.0,0.265,0.735,32
331,FoxNews,Fri Jun 22 19:22:15 +0000 2018,.@POTUS: “Our first duty and our highest loyalty is to the citizens of the United States. We want safety in our cou… https://t.co/i7hAcUAIbd,0.856,0.354,0.0,0.646,33
332,FoxNews,Fri Jun 22 19:13:23 +0000 2018,"U.S. Senator Kamala Harris makes remarks after touring an ICE detention facility just north of the Mexico border.
 https://t.co/iscU47e1Z7",-0.361,0.0,0.122,0.878,34
333,FoxNews,Fri Jun 22 19:06:07 +0000 2018,"Angel Mom Mary Ann Mendoza: ""There are hundreds of thousands of victims every year who are affected by illegal alie… https://t.co/vkTEL2iYwp",-0.758,0.0,0.294,0.706,35
334,FoxNews,Fri Jun 22 19:06:02 +0000 2018,"Steve Ronnebeck, father of murder victim: ""63,000 Americans since 9/11 have been killed by illegal aliens."" https://t.co/bUQCP5mlzL",-0.942,0.0,0.534,0.466,36
335,FoxNews,Fri Jun 22 18:58:09 +0000 2018,"Angel Mom Laura Wilkerson: ""We weren't lucky enough to be separated for five days or ten days. We're separated perm… https://t.co/LijgrNvANS",-0.325,0.0,0.104,0.896,37
336,FoxNews,Fri Jun 22 18:53:42 +0000 2018,".@POTUS: ""In 2016, more than 15,000 Americans died from a heroin overdose. More than 90% of the heroin comes from a… https://t.co/KMy8LvE1HU",-0.875,0.0,0.357,0.643,38
337,FoxNews,Fri Jun 22 18:49:59 +0000 2018,".@POTUS: ""We're gathered today to hear directly from the American victims of illegal immigration. You know, you hea… https://t.co/pgr40MGarB",-0.71,0.0,0.258,0.742,39
338,FoxNews,Fri Jun 22 18:47:26 +0000 2018,".@POTUS: ""In Texas alone within the last 7 years, more than a quarter of a million criminal aliens have been arrest… https://t.co/Z14ysmw9MH",-0.66,0.0,0.241,0.759,40
339,FoxNews,Fri Jun 22 18:45:39 +0000 2018,".@POTUS: ""I also want to thank the incredible ICE officers, border patrol agents, and law enforcement officials who… https://t.co/TERH1J3UP7",0.422,0.183,0.0,0.817,41
340,FoxNews,Fri Jun 22 18:45:19 +0000 2018,".@POTUS: ""We've got to have a safe country."" https://t.co/q8yiYSS3kI",0.44,0.293,0.0,0.707,42
341,FoxNews,Fri Jun 22 18:44:14 +0000 2018,".@POTUS: ""I also want to stand and have the brave men and women from all over government agencies... We really appr… https://t.co/eYmTtpPkMs",0.572,0.19,0.0,0.81,43
342,FoxNews,Fri Jun 22 18:41:37 +0000 2018,".@POTUS: ""These are special people... @VP Pence, thank you very much for joining us, Mike. I also want to recognize… https://t.co/TIpGdvb2wt",0.67,0.277,0.0,0.723,44
343,FoxNews,Fri Jun 22 18:40:44 +0000 2018,.@POTUS delivers remarks on immigration with Angel Families https://t.co/GavzeVAhEi,0.0,0.0,0.0,1.0,45
344,FoxNews,Fri Jun 22 18:40:39 +0000 2018,Happening Now: @POTUS speaks on immigration. https://t.co/EHS6R5HLjC,0.0,0.0,0.0,1.0,46
345,FoxNews,Fri Jun 22 18:39:15 +0000 2018,"SOON: President @realDonaldTrump to speak on immigration - for full live coverage, tune in to Fox News Channel. https://t.co/EKxI11x5LF",0.0,0.0,0.0,1.0,47
346,FoxNews,Fri Jun 22 18:38:01 +0000 2018,.@marcorubio heckled at immigrant-child facility. https://t.co/zZCwvKewrr,0.0,0.0,0.0,1.0,48
347,FoxNews,Fri Jun 22 18:31:59 +0000 2018,Rhode Island bill could keep President @realDonaldTrump off 2020 ballot. https://t.co/yhtWGDWp5m https://t.co/eGakgxJ9Ow,0.0,0.0,0.0,1.0,49
348,FoxNews,Fri Jun 22 18:26:00 +0000 2018,".@AlanDersh: ""There's never been a more important time for our system of checks and balances to operate, whether it… https://t.co/d8jdNCyupt",-0.204,0.0,0.091,0.909,50
349,FoxNews,Fri Jun 22 18:24:38 +0000 2018,"Teen, 17, shot dead by cop while fleeing traffic stop had empty handgun clip in his pocket https://t.co/bzMYLRKMY8",-0.807,0.0,0.356,0.644,51
350,FoxNews,Fri Jun 22 18:19:12 +0000 2018,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" - tonight at 9p ET.… https://t.co/B3MJ1Xe7vm",0.0,0.0,0.0,1.0,52
351,FoxNews,Fri Jun 22 18:16:42 +0000 2018,"Joe Jackson is on his deathbed, reports say https://t.co/8zgJXJ9XoU",0.0,0.0,0.0,1.0,53
352,FoxNews,Fri Jun 22 18:16:14 +0000 2018,Asia Argento reflects on Anthony Bourdain's death: 'Two weeks without you' https://t.co/IMxKKOu2Tf,-0.599,0.0,0.262,0.738,54
353,FoxNews,Fri Jun 22 18:07:54 +0000 2018,"MS-13 gang members, including 10 illegal immigrants, charged in deaths of Virginia teens https://t.co/SmF4ORO6Po",-0.66,0.0,0.31,0.69,55
354,FoxNews,Fri Jun 22 17:54:23 +0000 2018,WWII veteran who was POW awarded Purple Heart at age 94 #ProudAmerican https://t.co/jV9iQj0Ign,0.402,0.184,0.0,0.816,56
355,FoxNews,Fri Jun 22 17:49:04 +0000 2018,Texas police officer helps deliver baby girl in credit union parking lot https://t.co/qey04ZjIbo,0.637,0.321,0.0,0.679,57
356,FoxNews,Fri Jun 22 17:27:11 +0000 2018,"On Twitter, @SenSanders slammed President @realDonaldTrump, calling him a hypocrite who makes ""hateful and racist r… https://t.co/6sjBAlNh8v",-0.802,0.0,0.34,0.66,58
357,FoxNews,Fri Jun 22 17:25:40 +0000 2018,"Rhode Island Passes Bill to Keep Trump Off 2020 Ballot If He Doesn't Release Tax Returns
https://t.co/bcQm39JpH9",0.0,0.0,0.0,1.0,59
358,FoxNews,Fri Jun 22 17:13:32 +0000 2018,".@RepJohnFaso: ""This approach fully funds the border security that we need. It ends the diversity lottery. It fixes… https://t.co/1PGZXBtvf6",0.34,0.118,0.0,0.882,60
359,FoxNews,Fri Jun 22 17:08:46 +0000 2018,"DARING: A brave deputy was called to rescue a bear trapped inside a vehicle in Carnelian Bay, California. https://t.co/rNEWvn3ZLu",0.76,0.392,0.134,0.474,61
360,FoxNews,Fri Jun 22 16:53:37 +0000 2018,Obama cyber chief confirms 'stand down' order against Russian cyberattacks https://t.co/49CUI1XQaT,0.0,0.0,0.0,1.0,62
361,FoxNews,Fri Jun 22 16:47:25 +0000 2018,".@KennedyNation: ""The FBI and DOJ have such problems right now with perception."" #Outnumbered https://t.co/u6MTJeBxwT",-0.402,0.0,0.172,0.828,63
362,FoxNews,Fri Jun 22 16:46:36 +0000 2018,.@HouseDemocrats hold a news conference to mark the six month anniversary of the GOP tax law. https://t.co/nR21D9FYaH,0.0,0.0,0.0,1.0,64
363,FoxNews,Fri Jun 22 16:39:17 +0000 2018,Hungry rat found dead after eating its way through an ATM https://t.co/5bMCsnnmmT,-0.649,0.0,0.281,0.719,65
364,FoxNews,Fri Jun 22 16:24:59 +0000 2018,Do you agree with Sen. @KamalaHarris? https://t.co/yiGh4DtoCo,0.361,0.294,0.0,0.706,66
365,FoxNews,Fri Jun 22 16:23:31 +0000 2018,"Crying migrant girl on TIME magazine cover was not separated from mother, family says https://t.co/oMJcUTGePR",-0.477,0.0,0.181,0.819,67
366,FoxNews,Fri Jun 22 16:16:43 +0000 2018,"'A Decent Man Who Took the Higher Road': @JonahNRO, @stephenfhayes Remember Charles Krauthammer https://t.co/LEVAU7AtEa",0.0,0.0,0.0,1.0,68
367,FoxNews,Fri Jun 22 16:10:46 +0000 2018,"This morning, President @realDonaldTrump put the European Union and its automakers on notice with a threat to slap… https://t.co/ToB6Y2TyLH",-0.527,0.0,0.167,0.833,69
368,FoxNews,Fri Jun 22 16:03:04 +0000 2018,"Moments ago, @VP Mike Pence celebrated the booming economy six months after the passing of tax reform. https://t.co/9yO5jeqfW0",0.572,0.179,0.0,0.821,70
369,FoxNews,Fri Jun 22 15:59:00 +0000 2018,".@BlakemanB: ""The Democratic response is always crying fire in a crowded theater."" https://t.co/YL9uofWT5u",-0.67,0.0,0.355,0.645,71
370,FoxNews,Fri Jun 22 15:53:00 +0000 2018,".@RepMcCaul: ""I would urge Sen. @JohnCornyn and @SenateMajLdr to wave that filibuster rule and make it a 51 vote."" https://t.co/LwGuKAP7dH",0.0,0.0,0.0,1.0,72
371,FoxNews,Fri Jun 22 15:46:00 +0000 2018,NEWS ALERT: Texas senators to visit immigrant children's shelters in South Texas. https://t.co/8O0hAcJ2zd,0.447,0.196,0.0,0.804,73
372,FoxNews,Fri Jun 22 15:37:38 +0000 2018,'There Won't Be Anyone Else Like Him': AB Stoddard Remembers Charles Krauthammer https://t.co/BYPaudvfsl https://t.co/x3hwwPFXuI,0.361,0.161,0.0,0.839,74
373,FoxNews,Fri Jun 22 15:29:12 +0000 2018,"Wife of freed NYC cop killer committed suicide just weeks after his release, coroner reveals https://t.co/OGbvRr2CSj",-0.718,0.188,0.344,0.469,75
374,FoxNews,Fri Jun 22 15:20:36 +0000 2018,Maldives resorts fed up with Instagram models requesting free stays https://t.co/6fomUHtcTe,0.511,0.248,0.0,0.752,76
375,FoxNews,Fri Jun 22 15:11:33 +0000 2018,.@BruceAshford: Chris Pratt uncorks some truth in a Hollywood culture of lies https://t.co/mbjOphMCCW,-0.128,0.152,0.185,0.662,77
376,FoxNews,Fri Jun 22 15:03:04 +0000 2018,"Yesterday, New York gubernatorial candidate and former ""Sex and the City” star @CynthiaNixon said she considers… https://t.co/H633U9qHBr",0.0,0.0,0.0,1.0,78
